application_uuid,apply_dts,is_night_apply,is_workday_apply,is_worktime_apply,apply_amount,apply_month,register_diffdays,tg_location,login_origin,is_reapply,address_length,mobile_company,mobile_segment,net_age,age,gender,regaud_diffdays,cid_prov_lvl,addr_prov_lvl,mobile_prov_lvl,cid_city_lvl,addr_city_lvl,bank_prov_lvl,bank_city_lvl,mobile_city_lvl,job_type,rela1_lvl,rela2_lvl,rela3_lvl,cidcity_bankcity,addrcity_bankcity,mobile_cardmobile,addrcity_mobilecity,addrcity_compcity,mobilecity_compcity,tid,target
web1282096736561799,-16531679.0,0,1,1,10272,284,-390.0,1,,,14,2,5,,37,1,-35280479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096742036801,-16618079.0,0,1,1,10273,285,-391.0,1,,,14,2,5,,37,1,-35366879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096747499802,-16704479.0,0,1,1,10274,286,-392.0,1,,,14,2,5,,37,1,-35453279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096752955721,-16790879.0,0,1,1,10275,287,-393.0,1,,,14,2,5,,37,1,-35539679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096758459606,-16877279.0,0,1,1,10276,288,-394.0,1,,,14,2,5,,37,1,-35626079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096763882005,-16963679.0,0,1,1,10277,289,-395.0,1,,,14,2,5,,37,1,-35712479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096769408430,-17050079.0,0,1,1,10278,290,-396.0,1,,,14,2,5,,37,1,-35798879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096774935911,-17136479.0,0,1,1,10279,291,-397.0,1,,,14,2,5,,37,1,-35885279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096780445998,-17222879.0,0,1,1,10280,292,-398.0,1,,,14,2,5,,37,1,-35971679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096785936545,-17309279.0,0,1,1,10281,293,-399.0,1,,,14,2,5,,37,1,-36058079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096791424495,-17395679.0,0,1,1,10282,294,-400.0,1,,,14,2,5,,37,1,-36144479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096796868954,-17482079.0,0,1,1,10283,295,-401.0,1,,,14,2,5,,37,1,-36230879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096802383811,-17568479.0,0,1,1,10284,296,-402.0,1,,,14,2,5,,37,1,-36317279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096807840355,-17654879.0,0,1,1,10285,297,-403.0,1,,,14,2,5,,37,1,-36403679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096813330950,-17741279.0,0,1,1,10286,298,-404.0,1,,,14,2,5,,37,1,-36490079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096818809759,-17827679.0,0,1,1,10287,299,-405.0,1,,,14,2,5,,37,1,-36576479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096824283773,-17914079.0,0,1,1,10288,300,-406.0,1,,,14,2,5,,37,1,-36662879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096829774937,-18000479.0,0,1,1,10289,301,-407.0,1,,,14,2,5,,37,1,-36749279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096835220200,-18086879.0,0,1,1,10290,302,-408.0,1,,,14,2,5,,37,1,-36835679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096840694914,-18173279.0,0,1,1,10291,303,-409.0,1,,,14,2,5,,37,1,-36922079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096846205078,-18259679.0,0,1,1,10292,304,-410.0,1,,,14,2,5,,37,1,-37008479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096851706502,-18346079.0,0,1,1,10293,305,-411.0,1,,,14,2,5,,37,1,-37094879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096857180877,-18432479.0,0,1,1,10294,306,-412.0,1,,,14,2,5,,37,1,-37181279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096862678784,-18518879.0,0,1,1,10295,307,-413.0,1,,,14,2,5,,37,1,-37267679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096868198236,-18605279.0,0,1,1,10296,308,-414.0,1,,,14,2,5,,37,1,-37354079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096873646425,-18691679.0,0,1,1,10297,309,-415.0,1,,,14,2,5,,37,1,-37440479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096884637851,-18864479.0,0,1,1,10299,311,-417.0,1,,,14,2,5,,37,1,-37613279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096890120058,-18950879.0,0,1,1,10300,312,-418.0,1,,,14,2,5,,37,1,-37699679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096895548372,-19037279.0,0,1,1,10301,313,-419.0,1,,,14,2,5,,37,1,-37786079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096901017482,-19123679.0,0,1,1,10302,314,-420.0,1,,,14,2,5,,37,1,-37872479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096906555021,-19210079.0,0,1,1,10303,315,-421.0,1,,,14,2,5,,37,1,-37958879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096912051471,-19296479.0,0,1,1,10304,316,-422.0,1,,,14,2,5,,37,1,-38045279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096917507692,-19382879.0,0,1,1,10305,317,-423.0,1,,,14,2,5,,37,1,-38131679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096923036675,-19469279.0,0,1,1,10306,318,-424.0,1,,,14,2,5,,37,1,-38218079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096928481378,-19555679.0,0,1,1,10307,319,-425.0,1,,,14,2,5,,37,1,-38304479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096933950202,-19642079.0,0,1,1,10308,320,-426.0,1,,,14,2,5,,37,1,-38390879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096939474350,-19728479.0,0,1,1,10309,321,-427.0,1,,,14,2,5,,37,1,-38477279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096944971991,-19814879.0,0,1,1,10310,322,-428.0,1,,,14,2,5,,37,1,-38563679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096950469926,-19901279.0,0,1,1,10311,323,-429.0,1,,,14,2,5,,37,1,-38650079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096956360046,-19987679.0,0,1,1,10312,324,-430.0,1,,,14,2,5,,37,1,-38736479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096961856845,-20074079.0,0,1,1,10313,325,-431.0,1,,,14,2,5,,37,1,-38822879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096967318277,-20160479.0,0,1,1,10314,326,-432.0,1,,,14,2,5,,37,1,-38909279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096972794041,-20246879.0,0,1,1,10315,327,-433.0,1,,,14,2,5,,37,1,-38995679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096978334318,-20333279.0,0,1,1,10316,328,-434.0,1,,,14,2,5,,37,1,-39082079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096983795287,-20419679.0,0,1,1,10317,329,-435.0,1,,,14,2,5,,37,1,-39168479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096989372597,-20506079.0,0,1,1,10318,330,-436.0,1,,,14,2,5,,37,1,-39254879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282096994849854,-20592479.0,0,1,1,10319,331,-437.0,1,,,14,2,5,,37,1,-39341279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097000408548,-20678879.0,0,1,1,10320,332,-438.0,1,,,14,2,5,,37,1,-39427679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097005858612,-20765279.0,0,1,1,10321,333,-439.0,1,,,14,2,5,,37,1,-39514079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097011361655,-20851679.0,0,1,1,10322,334,-440.0,1,,,14,2,5,,37,1,-39600479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097016833189,-20938079.0,0,1,1,10323,335,-441.0,1,,,14,2,5,,37,1,-39686879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097022324568,-21024479.0,0,1,1,10324,336,-442.0,1,,,14,2,5,,37,1,-39773279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097027772817,-21110879.0,0,1,1,10325,337,-443.0,1,,,14,2,5,,37,1,-39859679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097033283910,-21197279.0,0,1,1,10326,338,-444.0,1,,,14,2,5,,37,1,-39946079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097038739631,-21283679.0,0,1,1,10327,339,-445.0,1,,,14,2,5,,37,1,-40032479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097044261743,-21370079.0,0,1,1,10328,340,-446.0,1,,,14,2,5,,37,1,-40118879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097049755020,-21456479.0,0,1,1,10329,341,-447.0,1,,,14,2,5,,37,1,-40205279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097055243935,-21542879.0,0,1,1,10330,342,-448.0,1,,,14,2,5,,37,1,-40291679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097060695699,-21629279.0,0,1,1,10331,343,-449.0,1,,,14,2,5,,37,1,-40378079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097066215613,-21715679.0,0,1,1,10332,344,-450.0,1,,,14,2,5,,37,1,-40464479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097071721470,-21802079.0,0,1,1,10333,345,-451.0,1,,,14,2,5,,37,1,-40550879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097077220370,-21888479.0,0,1,1,10334,346,-452.0,1,,,14,2,5,,37,1,-40637279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097082763441,-21974879.0,0,1,1,10335,347,-453.0,1,,,14,2,5,,37,1,-40723679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097088289426,-22061279.0,0,1,1,10336,348,-454.0,1,,,14,2,5,,37,1,-40810079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097093750452,-22147679.0,0,1,1,10337,349,-455.0,1,,,14,2,5,,37,1,-40896479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097099221115,-22234079.0,0,1,1,10338,350,-456.0,1,,,14,2,5,,37,1,-40982879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097104709471,-22320479.0,0,1,1,10339,351,-457.0,1,,,14,2,5,,37,1,-41069279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097110252976,-22406879.0,0,1,1,10340,352,-458.0,1,,,14,2,5,,37,1,-41155679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097115704835,-22493279.0,0,1,1,10341,353,-459.0,1,,,14,2,5,,37,1,-41242079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097121234310,-22579679.0,0,1,1,10342,354,-460.0,1,,,14,2,5,,37,1,-41328479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097126670018,-22666079.0,0,1,1,10343,355,-461.0,1,,,14,2,5,,37,1,-41414879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097132188716,-22752479.0,0,1,1,10344,356,-462.0,1,,,14,2,5,,37,1,-41501279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097137676155,-22838879.0,0,1,1,10345,357,-463.0,1,,,14,2,5,,37,1,-41587679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097143168000,-22925279.0,0,1,1,10346,358,-464.0,1,,,14,2,5,,37,1,-41674079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097148629383,-23011679.0,0,1,1,10347,359,-465.0,1,,,14,2,5,,37,1,-41760479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097154109253,-23098079.0,0,1,1,10348,360,-466.0,1,,,14,2,5,,37,1,-41846879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097159578687,-23184479.0,0,1,1,10349,361,-467.0,1,,,14,2,5,,37,1,-41933279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097165062610,-23270879.0,0,1,1,10350,362,-468.0,1,,,14,2,5,,37,1,-42019679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097170506216,-23357279.0,0,1,1,10351,363,-469.0,1,,,14,2,5,,37,1,-42106079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097176014201,-23443679.0,0,1,1,10352,364,-470.0,1,,,14,2,5,,37,1,-42192479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097181471202,-23530079.0,0,1,1,10353,365,-471.0,1,,,14,2,5,,37,1,-42278879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097186947346,-23616479.0,0,1,1,10354,366,-472.0,1,,,14,2,5,,37,1,-42365279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097192363631,-23702879.0,0,1,1,10355,367,-473.0,1,,,14,2,5,,37,1,-42451679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097197843545,-23789279.0,0,1,1,10356,368,-474.0,1,,,14,2,5,,37,1,-42538079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097203337310,-23875679.0,0,1,1,10357,369,-475.0,1,,,14,2,5,,37,1,-42624479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097208745476,-23962079.0,0,1,1,10358,370,-476.0,1,,,14,2,5,,37,1,-42710879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097214240913,-24048479.0,0,1,1,10359,371,-477.0,1,,,14,2,5,,37,1,-42797279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097219758920,-24134879.0,0,1,1,10360,372,-478.0,1,,,14,2,5,,37,1,-42883679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097225258542,-24221279.0,0,1,1,10361,373,-479.0,1,,,14,2,5,,37,1,-42970079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097230717938,-24307679.0,0,1,1,10362,374,-480.0,1,,,14,2,5,,37,1,-43056479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097236150373,-24394079.0,0,1,1,10363,375,-481.0,1,,,14,2,5,,37,1,-43142879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097241669337,-24480479.0,0,1,1,10364,376,-482.0,1,,,14,2,5,,37,1,-43229279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097247147040,-24566879.0,0,1,1,10365,377,-483.0,1,,,14,2,5,,37,1,-43315679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097252615828,-24653279.0,0,1,1,10366,378,-484.0,1,,,14,2,5,,37,1,-43402079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097258073631,-24739679.0,0,1,1,10367,379,-485.0,1,,,14,2,5,,37,1,-43488479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097263603097,-24826079.0,0,1,1,10368,380,-486.0,1,,,14,2,5,,37,1,-43574879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097269067327,-24912479.0,0,1,1,10369,381,-487.0,1,,,14,2,5,,37,1,-43661279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097274553216,-24998879.0,0,1,1,10370,382,-488.0,1,,,14,2,5,,37,1,-43747679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097280050586,-25085279.0,0,1,1,10371,383,-489.0,1,,,14,2,5,,37,1,-43834079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097285600425,-25171679.0,0,1,1,10372,384,-490.0,1,,,14,2,5,,37,1,-43920479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097291133497,-25258079.0,0,1,1,10373,385,-491.0,1,,,14,2,5,,37,1,-44006879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097296600098,-25344479.0,0,1,1,10374,386,-492.0,1,,,14,2,5,,37,1,-44093279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097302084871,-25430879.0,0,1,1,10375,387,-493.0,1,,,14,2,5,,37,1,-44179679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097307588880,-25517279.0,0,1,1,10376,388,-494.0,1,,,14,2,5,,37,1,-44266079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097313104985,-25603679.0,0,1,1,10377,389,-495.0,1,,,14,2,5,,37,1,-44352479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097318568976,-25690079.0,0,1,1,10378,390,-496.0,1,,,14,2,5,,37,1,-44438879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097324074383,-25776479.0,0,1,1,10379,391,-497.0,1,,,14,2,5,,37,1,-44525279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097329551197,-25862879.0,0,1,1,10380,392,-498.0,1,,,14,2,5,,37,1,-44611679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097335059095,-25949279.0,0,1,1,10381,393,-499.0,1,,,14,2,5,,37,1,-44698079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097340553796,-26035679.0,0,1,1,10382,394,-500.0,1,,,14,2,5,,37,1,-44784479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097346040278,-26122079.0,0,1,1,10383,395,-501.0,1,,,14,2,5,,37,1,-44870879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097351584652,-26208479.0,0,1,1,10384,396,-502.0,1,,,14,2,5,,37,1,-44957279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097357035214,-26294879.0,0,1,1,10385,397,-503.0,1,,,14,2,5,,37,1,-45043679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097362524953,-26381279.0,0,1,1,10386,398,-504.0,1,,,14,2,5,,37,1,-45130079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097368049413,-26467679.0,0,1,1,10387,399,-505.0,1,,,14,2,5,,37,1,-45216479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097373491690,-26554079.0,0,1,1,10388,400,-506.0,1,,,14,2,5,,37,1,-45302879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097378998861,-26640479.0,0,1,1,10389,401,-507.0,1,,,14,2,5,,37,1,-45389279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097384497873,-26726879.0,0,1,1,10390,402,-508.0,1,,,14,2,5,,37,1,-45475679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097389989107,-26813279.0,0,1,1,10391,403,-509.0,1,,,14,2,5,,37,1,-45562079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097395472457,-26899679.0,0,1,1,10392,404,-510.0,1,,,14,2,5,,37,1,-45648479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097401014514,-26986079.0,0,1,1,10393,405,-511.0,1,,,14,2,5,,37,1,-45734879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097406494921,-27072479.0,0,1,1,10394,406,-512.0,1,,,14,2,5,,37,1,-45821279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097411979227,-27158879.0,0,1,1,10395,407,-513.0,1,,,14,2,5,,37,1,-45907679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097417506487,-27245279.0,0,1,1,10396,408,-514.0,1,,,14,2,5,,37,1,-45994079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097422977793,-27331679.0,0,1,1,10397,409,-515.0,1,,,14,2,5,,37,1,-46080479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097428483686,-27418079.0,0,1,1,10398,410,-516.0,1,,,14,2,5,,37,1,-46166879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097433982215,-27504479.0,0,1,1,10399,411,-517.0,1,,,14,2,5,,37,1,-46253279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097439575562,-27590879.0,0,1,1,10400,412,-518.0,1,,,14,2,5,,37,1,-46339679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097445097914,-27677279.0,0,1,1,10401,413,-519.0,1,,,14,2,5,,37,1,-46426079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097450568983,-27763679.0,0,1,1,10402,414,-520.0,1,,,14,2,5,,37,1,-46512479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097456476746,-27850079.0,0,1,1,10403,415,-521.0,1,,,14,2,5,,37,1,-46598879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097461923770,-27936479.0,0,1,1,10404,416,-522.0,1,,,14,2,5,,37,1,-46685279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097467397910,-28022879.0,0,1,1,10405,417,-523.0,1,,,14,2,5,,37,1,-46771679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097472869303,-28109279.0,0,1,1,10406,418,-524.0,1,,,14,2,5,,37,1,-46858079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097478405003,-28195679.0,0,1,1,10407,419,-525.0,1,,,14,2,5,,37,1,-46944479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097483909077,-28282079.0,0,1,1,10408,420,-526.0,1,,,14,2,5,,37,1,-47030879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097489375785,-28368479.0,0,1,1,10409,421,-527.0,1,,,14,2,5,,37,1,-47117279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097494848193,-28454879.0,0,1,1,10410,422,-528.0,1,,,14,2,5,,37,1,-47203679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097500358195,-28541279.0,0,1,1,10411,423,-529.0,1,,,14,2,5,,37,1,-47290079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097505789115,-28627679.0,0,1,1,10412,424,-530.0,1,,,14,2,5,,37,1,-47376479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097511302291,-28714079.0,0,1,1,10413,425,-531.0,1,,,14,2,5,,37,1,-47462879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097516783145,-28800479.0,0,1,1,10414,426,-532.0,1,,,14,2,5,,37,1,-47549279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097522245585,-28886879.0,0,1,1,10415,427,-533.0,1,,,14,2,5,,37,1,-47635679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097527770214,-28973279.0,0,1,1,10416,428,-534.0,1,,,14,2,5,,37,1,-47722079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097533247509,-29059679.0,0,1,1,10417,429,-535.0,1,,,14,2,5,,37,1,-47808479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097538758063,-29146079.0,0,1,1,10418,430,-536.0,1,,,14,2,5,,37,1,-47894879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097544241685,-29232479.0,0,1,1,10419,431,-537.0,1,,,14,2,5,,37,1,-47981279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097549672617,-29318879.0,0,1,1,10420,432,-538.0,1,,,14,2,5,,37,1,-48067679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097555213674,-29405279.0,0,1,1,10421,433,-539.0,1,,,14,2,5,,37,1,-48154079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
